TARGET,sk_id_curr,SK_ID_CURR,Total_CB,Credit_Closed,Credit_active,Credit_Sold,Credit_BadDebt,How_Many_Currency,Total_Credit_Prolong,CreditType_ConsumerCredit,CreditType_CreditCard,CreditType_Mortgage,CreditType_CarLoan,CreditType_Microloan,CreditType_WorkingCapitalReplenishment,CreditType_BusinessDevelopment,CreditType_RealEstateLoan,CreditType_Other,CreditType_CashLoan,CreditType_PurchaseOfEquipment,CreditType_MobileOperatorLoan,CreditType_InterbankCredit,CreditType_PurchaseOfShares
0,100061,100061,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100062,100062,2,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100063,100063,18,11,7,0,0,1,0,8,9,0,1,0,0,0,0,0,0,0,0,0,0
0,100064,100064,2,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,100068,100068,5,4,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100069,100069,4,2,2,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100070,100070,6,3,3,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
0,100071,100071,4,4,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100072,100072,2,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100073,100073,4,1,3,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
0,100075,100075,4,0,4,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
0,100076,100076,3,0,3,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
0,100077,100077,4,3,1,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
0,100078,100078,3,2,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
0,100079,100079,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100080,100080,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100082,100082,17,12,5,0,0,1,1,8,8,1,0,0,0,0,0,0,0,0,0,0,0
0,100083,100083,2,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,100084,100084,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100085,100085,4,2,2,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100086,100086,6,2,4,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
0,100087,100087,6,3,3,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
0,100088,100088,5,3,2,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100089,100089,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100093,100093,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100094,100094,4,1,3,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
1,100096,100096,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100097,100097,3,2,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100099,100099,10,5,5,0,0,1,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0
0,100100,100100,5,5,0,0,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0
0,100102,100102,5,3,2,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
0,100103,100103,3,2,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
0,100104,100104,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,100105,100105,6,5,1,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100108,100108,3,1,2,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
0,100110,100110,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100111,100111,12,9,3,0,0,1,1,9,3,0,0,0,0,0,0,0,0,0,0,0,0
1,100112,100112,2,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,100113,100113,3,1,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100114,100114,4,2,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
0,100115,100115,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100116,100116,17,9,8,0,0,1,0,13,3,0,1,0,0,0,0,0,0,0,0,0,0
0,100119,100119,8,4,4,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100120,100120,2,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,100121,100121,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100122,100122,3,0,3,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,100123,100123,6,3,3,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
0,100124,100124,2,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100125,100125,2,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100126,100126,5,4,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100129,100129,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,100130,100130,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,100131,100131,2,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,100132,100132,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100134,100134,4,2,2,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
0,100135,100135,2,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100136,100136,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,100138,100138,13,3,10,0,0,1,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0
0,100139,100139,2,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,100142,100142,12,7,5,0,0,1,1,9,3,0,0,0,0,0,0,0,0,0,0,0,0
0,100143,100143,12,9,3,0,0,1,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0
0,100145,100145,7,4,3,0,0,1,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0
0,100146,100146,5,0,5,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100147,100147,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100148,100148,16,12,4,0,0,1,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0
0,100149,100149,2,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100151,100151,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100152,100152,6,3,3,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
0,100153,100153,3,0,3,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
0,100154,100154,2,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100155,100155,3,1,2,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
0,100156,100156,7,5,2,0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0
0,100157,100157,5,4,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100158,100158,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100159,100159,2,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,100160,100160,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,100161,100161,8,5,3,0,0,1,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0
0,100162,100162,11,6,4,1,0,1,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0
0,100163,100163,21,15,6,0,0,1,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0
0,100164,100164,5,4,1,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
0,100165,100165,2,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100166,100166,15,12,3,0,0,1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0
0,100167,100167,6,4,2,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
0,100173,100173,8,2,6,0,0,1,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0
0,100174,100174,9,7,2,0,0,1,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0
0,100175,100175,11,9,2,0,0,1,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0
0,100176,100176,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100177,100177,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100178,100178,4,3,1,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
0,100179,100179,2,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100180,100180,11,4,7,0,0,1,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0
1,100181,100181,10,8,2,0,0,1,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0
0,100182,100182,7,2,5,0,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0
0,100183,100183,7,5,2,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100185,100185,2,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100186,100186,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100188,100188,8,7,1,0,0,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0
0,100190,100190,5,3,2,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0
0,100191,100191,3,2,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1,100192,100192,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,100193,100193,11,7,4,0,0,1,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0
0,100194,100194,17,13,4,0,0,1,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0
0,100195,100195,2,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,100196,100196,12,8,4,0,0,1,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0
0,100198,100198,9,8,1,0,0,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0
0,100199,100199,10,8,2,0,0,1,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0
0,100200,100200,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100201,100201,8,3,4,1,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
0,100202,100202,5,3,2,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
0,100203,100203,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,100204,100204,5,3,2,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0
0,100205,100205,3,3,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
0,100207,100207,5,1,4,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
0,100208,100208,7,7,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1,100209,100209,2,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,100210,100210,7,4,3,0,0,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0
0,100211,100211,2,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100213,100213,3,2,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
0,100215,100215,7,5,2,0,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0
0,100216,100216,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100217,100217,12,9,3,0,0,1,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0
0,100218,100218,4,1,3,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
0,100219,100219,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,100220,100220,7,6,1,0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0
0,100221,100221,10,10,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100224,100224,19,10,9,0,0,1,0,11,8,0,0,0,0,0,0,0,0,0,0,0,0
0,100225,100225,11,10,1,0,0,1,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0
0,100227,100227,4,2,2,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
0,100228,100228,10,4,6,0,0,1,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0
0,100229,100229,4,2,2,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100230,100230,6,4,2,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
0,100231,100231,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100233,100233,8,5,3,0,0,1,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0
0,100234,100234,5,4,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100235,100235,3,1,2,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
0,100237,100237,9,4,5,0,0,1,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0
0,100238,100238,10,9,1,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100239,100239,6,4,2,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
0,100240,100240,10,4,6,0,0,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
0,100242,100242,3,2,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100243,100243,4,1,3,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0,100244,100244,3,2,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,100246,100246,6,5,1,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
0,100247,100247,16,10,6,0,0,1,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0
0,100248,100248,3,3,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100249,100249,3,2,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
0,100250,100250,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100251,100251,10,7,3,0,0,1,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0
0,100252,100252,2,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100254,100254,9,5,4,0,0,1,1,4,4,0,1,0,0,0,0,0,0,0,0,0,0
0,100255,100255,4,4,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100257,100257,5,1,4,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
0,100259,100259,2,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100260,100260,3,2,1,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
0,100261,100261,2,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100262,100262,5,4,1,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0
0,100263,100263,4,2,2,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
0,100264,100264,3,3,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
0,100265,100265,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100266,100266,6,2,3,1,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100267,100267,4,1,3,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
0,100268,100268,6,4,2,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
0,100269,100269,5,3,2,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100270,100270,5,5,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
0,100272,100272,3,1,2,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
0,100274,100274,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100275,100275,6,5,1,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
0,100276,100276,3,2,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100279,100279,9,5,4,0,0,1,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0
0,100281,100281,12,7,5,0,0,1,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0
0,100283,100283,2,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100284,100284,5,4,1,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0
0,100285,100285,4,1,3,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,100286,100286,4,4,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
0,100289,100289,4,4,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0
0,100290,100290,17,10,7,0,0,1,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0
0,100291,100291,2,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100292,100292,8,5,3,0,0,1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0
0,100293,100293,2,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,100294,100294,7,6,1,0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0
1,100295,100295,6,5,1,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
0,100298,100298,2,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,100299,100299,4,3,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,100300,100300,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,100301,100301,9,6,3,0,0,1,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0
0,100302,100302,13,7,6,0,0,1,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0
0,100303,100303,10,8,2,0,0,1,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0
0,100304,100304,11,10,1,0,0,1,1,7,4,0,0,0,0,0,0,0,0,0,0,0,0
0,100307,100307,13,9,4,0,0,1,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0
0,100308,100308,5,2,3,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
0,100309,100309,2,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,100310,100310,3,1,2,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
0,100313,100313,10,7,3,0,0,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0
0,100314,100314,2,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100315,100315,7,4,3,0,0,1,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0
0,100316,100316,9,8,1,0,0,1,0,6,2,0,1,0,0,0,0,0,0,0,0,0,0
0,100317,100317,10,8,2,0,0,1,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0
0,100318,100318,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,100319,100319,3,2,1,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
0,100320,100320,6,3,3,0,0,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
0,100321,100321,7,4,3,0,0,1,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0
0,100322,100322,2,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100325,100325,9,6,2,1,0,1,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0
1,100326,100326,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100327,100327,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,100328,100328,5,3,2,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100329,100329,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,100332,100332,5,4,1,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
0,100333,100333,7,4,3,0,0,1,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0
0,100334,100334,2,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100335,100335,4,2,2,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
1,100336,100336,16,7,9,0,0,1,0,10,5,0,1,0,0,0,0,0,0,0,0,0,0
0,100338,100338,12,7,5,0,0,1,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0
0,100339,100339,7,3,4,0,0,1,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0
0,100341,100341,5,3,2,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
0,100342,100342,6,3,3,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
0,100343,100343,7,5,2,0,0,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0
0,100344,100344,3,2,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100345,100345,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100346,100346,3,1,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100347,100347,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100348,100348,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,100349,100349,25,16,5,4,0,1,0,5,1,0,0,19,0,0,0,0,0,0,0,0,0
0,100350,100350,9,6,3,0,0,1,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0
0,100351,100351,3,3,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
0,100356,100356,4,3,1,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
